PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
00rZx,5r1k/2p2Bpp/p7/1p2p3/8/3R4/PP3PKP/4q3 b - - 1 32,f8f7 d3d8 f7f8 d8f8,400,110,74,207,backRankMate endgame mate mateIn2 queenRookEndgame short,https://lichess.org/iBQYpJsz/black#64,
00rcR,6k1/1p2pp1p/p2p2p1/3P4/3BP3/P4P2/P5PP/2n3K1 w - - 0 23,d4c3 c1e2 g1f1 e2c3,731,92,90,382,crushing endgame fork master short,https://lichess.org/JzaWNWUv#45,
00reB,4rrk1/pb4pp/1pq2p2/4p3/1BPb4/3P3P/P3QPPN/1R2R1K1 w - - 0 24,b4f8 c6g2,1030,97,88,22,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/DXolHS5L#47,
00rhJ,2r2rk1/pb3ppp/1p4q1/4P3/3P4/P7/BP2Q1PP/4RR1K w - - 1 21,e5e6 c8c2 e6f7 g8h8,1918,75,88,286,advantage defensiveMove middlegame short,https://lichess.org/MpURgVDM#41,
00rnW,4r1k1/1rp2ppp/5q2/2p5/8/P2P4/R2Q1PPP/2R3K1 w - - 6 24,c1c5 b7b1 c5c1 e8e2 d2e2 b1c1,2558,96,89,255,crushing deflection endgame long pin,https://lichess.org/UpjEipzv#47,
00rqm,2r2r1k/3b3n/p6q/1p1nN3/7P/3P2Q1/PPP2P2/1K4RR b - - 0 30,d7f5 g3g8 f8g8 e5f7,1761,76,96,7663,cornerMate kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/v9qNACJc/black#60,
00rva,r2qkb1r/pQpbpppp/2n2n2/1N6/2pP4/8/PP2PPPP/R1B1KBNR b KQkq - 2 7,a8b8 b5c7 d8c7 b7c7,1184,77,96,10720,crushing opening short,https://lichess.org/14QnOxb7/black#14,Queens_Gambit_Declined Queens_Gambit_Declined_Marshall_Defense
00rwh,5k2/2p5/r1PpQp2/1pN1p1b1/1P2P1p1/r5Pq/5P2/R2R2K1 w - - 2 37,c5a6 a3g3 f2g3 g5e3,1617,77,76,418,balestraMate kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/Nn5tP5gN#73,
00rx9,3k2q1/pp3pN1/2b5/2pp2Q1/6n1/3P1N2/PbP2PPP/5K2 b - - 3 26,b2f6 g7e6 d8e7 g5g8,1326,78,93,2168,crushing discoveredAttack middlegame short,https://lichess.org/i2mJkkQL/black#52,
00ryU,4r1k1/8/2PP1bp1/p7/1p5p/1P2p3/4K2B/8 b - - 0 40,g6g5 d6d7 e8d8 c6c7 d8d7 c7c8q,1399,138,69,8,advancedPawn advantage endgame long promotion,https://lichess.org/aKt8hwuq/black#80,
00rzv,2k3rr/1pp1n3/p2qp1Bp/3p3Q/8/2N1P2P/PPPP2Rb/R1B2K2 w - - 0 24,g6f7 g8g2 f1g2 d6g3,1038,76,87,631,advantage attraction middlegame short,https://lichess.org/3uLKPpMH#47,
00s16,rBbqk2r/1p3ppp/p3pn2/8/1b1P4/2N2N1P/PP3PP1/R2QKB1R b KQkq - 0 10,a8b8 d1a4 b7b5 a4b4,1125,81,92,843,crushing fork opening short,https://lichess.org/sflO7yGm/black#20,Caro-Kann_Defense Caro-Kann_Defense_Panov_Attack
00s23,r2q1rk1/1ppb1ppp/1p1p1n2/4p3/1PBnP3/P2P1N1P/2P2PP1/R1BQK2R w KQ - 0 11,c2c3 d7a4 c3d4 a4d1,1802,75,77,197,advantage opening short,https://lichess.org/5BuuOtXQ#21,Four_Knights_Game Four_Knights_Game_Italian_Variation
00s9L,2r1r1k1/5pp1/Rb3q1p/1p2p3/3pP3/1N1P1PP1/3Q1P2/2R3K1 b - - 0 25,f6d8 c1c8 d8c8 a6b6,1142,78,87,878,advantage middlegame short,https://lichess.org/QuuF4iDz/black#50,
00s9T,8/8/p5pp/2k5/2p4P/2K2P2/P5P1/8 w - - 0 41,g2g4 g6g5 h4g5 h6g5,2062,81,89,1198,crushing endgame pawnEndgame short,https://lichess.org/7CRQFCUf#81,
00sBK,3r2k1/p4p1p/1p3qp1/3B1b2/8/1Qr1PP1P/P2R1KP1/7R w - - 0 23,d5f7 g8g7 b3c3 f6c3,1829,75,85,82,advantage defensiveMove middlegame short,https://lichess.org/nMNDAjGq#45,
00sCv,8/8/1p5p/p1k5/P3K3/1P5P/8/8 w - - 1 49,e4f5 c5b4 f5g6 b4b3 g6h6 b3a4,1086,86,86,361,crushing endgame long pawnEndgame,https://lichess.org/aUCW3BUV#97,
00sDQ,2r2rk1/5p2/1pn1pPp1/1B1pP3/5q2/4b2R/1B4QP/R6K b - - 3 31,f4f2 g2f2 e3f2 a1f1,2617,89,70,104,advantage master middlegame short,https://lichess.org/eDAqXjpA/black#62,
00sHx,q3k1nr/1pp1nQpp/3p4/1P2p3/4P3/B1PP1b2/B5PP/5K2 b k - 0 17,e8d7 a2e6 d7d8 f7f8,1554,76,87,139,mate mateIn2 middlegame short,https://lichess.org/yyznGmXs/black#34,Italian_Game Italian_Game_Classical_Variation
00sJ9,r3r1k1/p4ppp/2p2n2/1p6/3P1qb1/2NQR3/PPB2PP1/R1B3K1 w - - 5 18,e3g3 e8e1 g1h2 e1c1 a1c1 f4h6 h2g1 h6c1,2591,107,90,706,advantage attraction fork middlegame sacrifice veryLong,https://lichess.org/gyFeQsOE#35,French_Defense French_Defense_Exchange_Variation
00sJb,Q1b2r1k/p2np2p/5bp1/q7/5P2/4B3/PPP3PP/2KR1B1R w - - 1 17,d1d7 a5e1 d7d1 e1e3 c1b1 e3b6,2092,80,92,745,advantage fork long middlegame,https://lichess.org/kiuvTFoE#33,Sicilian_Defense Sicilian_Defense_Dragon_Variation
00sKJ,8/1P2pk2/R7/N1b2pp1/8/3K2P1/1r4P1/8 b - - 2 40,c5d6 a6d6 e7d6 a5c6 b2b7 c6d8 f7f6 d8b7,2426,81,91,604,crushing endgame fork quietMove sacrifice veryLong,https://lichess.org/fldTxHoO/black#80,
00sKo,5rk1/pR4bp/q2p4/3Ppn1p/4Q3/4B2P/5PP1/5RK1 w - - 1 24,b7a7 a6f1 g1f1 f5g3 f1e1 g3e4,1623,74,94,494,advantage attraction long middlegame pin sacrifice,https://lichess.org/EGRQ04CN#47,
00sMF,r1bqr1k1/p4pPp/2p1p3/2bpn2Q/8/2NB4/PPP3PP/R1B2R1K b - - 2 15,e5d3 h5f7,917,84,97,766,kingsideAttack mate mateIn1 oneMove opening,https://lichess.org/A0iotLWB/black#30,Sicilian_Defense Sicilian_Defense_Closed
00sMq,5rk1/4r1p1/p3pnQp/3pN1p1/P1pPq3/2P2R1P/1P4P1/5R1K b - - 9 29,e7b7 f3f6 f8f6 f1f6 e4g6 f6g6,1926,123,50,10,advantage long middlegame pin,https://lichess.org/yoPm8nyi/black#58,
00sO1,1k1r4/pp3pp1/2p1p3/4b3/P3n1P1/8/KPP2PN1/3rBR1R b - - 2 31,b8c7 e1a5 b7b6 f1d1,901,93,85,382,advantage discoveredAttack master middlegame short,https://lichess.org/vsfFkG0s/black#62,
00sQw,8/8/2bk4/p3pB2/5P1p/P2KP3/8/8 w - - 1 40,d3c4 e5f4 e3f4 c6d7 f5d7 d6d7,2285,87,91,758,bishopEndgame crushing endgame long,https://lichess.org/b3xSt9cD#79,
00sTO,4rk2/pp3pRp/3p1P2/2pP3q/2P4r/6Q1/PP3P1P/7K b - - 2 28,h5d1 h1g2 d1g4 g7g4 h4g4 g3g4,1391,76,94,3661,crushing endgame long,https://lichess.org/iOcIh2s8/black#56,
00sXv,8/r4pp1/2k1p2p/8/p2PP3/2K2PP1/6P1/1R6 w - - 1 35,c3b4 a7b7 b4a4 b7b1,1121,77,75,104,crushing endgame rookEndgame short skewer,https://lichess.org/zR7ytIpT#69,
00sco,r2q1rk1/pp2bp1b/2p1p2Q/3nP2N/2B5/2P5/PP3PPP/R3R1K1 b - - 2 20,e7g5 h6g7,1154,148,0,15,mate mateIn1 middlegame oneMove,https://lichess.org/4HkYGyHF/black#40,
00sd6,r2brk1Q/pp3pp1/1q1pb1n1/1Bp1p1P1/4P3/P1PPBN2/5P2/1R2K2R b K - 10 26,g6h8 h1h8 f8e7 h8e8,1118,82,94,495,mate mateIn2 middlegame short,https://lichess.org/970jZM32/black#52,
00slf,1k2Rr2/p1pp4/1p1b4/3Q1pP1/qP3P2/2P4P/6K1/4R3 b - - 5 41,f8e8 e1e8,998,165,0,14,endgame mate mateIn1 oneMove,https://lichess.org/HpuY1k0j/black#82,
00slx,8/6r1/3kpRp1/6Pp/3K1P1P/8/8/8 b - - 0 61,d6e7 d4e5 g7g8 f6e6 e7f7 f4f5,2125,75,93,10930,crushing endgame long rookEndgame,https://lichess.org/usaxh789/black#122,
00sw5,3r2k1/1p3pp1/pq1b3p/3P4/P7/3Q1N2/1r3PPP/R2R2K1 w - - 0 23,a1b1 b6f2 g1h1 f2g2,1303,77,94,1892,kingsideAttack master mate mateIn2 middlegame short,https://lichess.org/TMsj324P#45,
00swU,3rkb1r/pppqp1pp/2n5/1Q3p2/4N3/1P2P3/PBP2PPP/R3KB1R w KQk - 0 12,e4c5 d7d2,1061,79,100,429,mate mateIn1 oneMove opening,https://lichess.org/JfA7i4yS#23,Zukertort_Opening Zukertort_Opening_Tennison_Gambit
00sys,r1bq1r2/pp2b1pk/2n1pp2/3p4/2pP3N/2P1P1P1/PP1N1PP1/R2QK2R b KQ - 0 13,d8e8 h4g6 h7g8 h1h8 g8f7 d1h5,2288,94,82,362,crushing discoveredAttack long master opening,https://lichess.org/oeasr2cR/black#26,Indian_Defense Indian_Defense_London_System
00t2W,r3r1k1/p4ppp/2p5/5q2/2RPn3/3Q2B1/P4PPP/4R1K1 w - - 3 27,f2f3 e4g3 e1e8 a8e8 d3f5 g3f5,1380,76,95,12311,crushing long middlegame,https://lichess.org/5iA4aErC#53,
00t3g,r2q1rk1/pp1n3p/2p3pQ/5Nb1/2P1p3/1P2P1P1/PB3PBP/R2R2K1 b - - 0 19,g5h6 f5h6,758,81,100,80,kingsideAttack master mate mateIn1 middlegame oneMove,https://lichess.org/cnDFUHV0/black#38,
00t8q,r4rk1/1pp2pbp/2n1bnp1/2q1p3/4P3/1NP2PB1/PQ4PP/1KNR1B1R b - - 0 17,c5b6 g3f2 c6d4 c3d4,1749,74,95,15934,advantage middlegame short,https://lichess.org/o3BszNqL/black#34,Indian_Defense Indian_Defense_Other_variations
00tB9,1k1r3r/1bq1b1p1/p2p4/2nBp1P1/4P3/4BP2/1PPQN3/2KR3R w - - 3 24,d5b7 c5b3 c1b1 b3d2,1444,75,99,2415,advantage middlegame pin queensideAttack short,https://lichess.org/I1QFfgyS#47,
00tHm,q7/PP6/K7/8/5k2/8/6p1/8 b - - 0 58,a8e8 b7b8q e8e5 a7a8q g2g1q b8f8,2419,94,88,363,advancedPawn crushing endgame long promotion queenEndgame,https://lichess.org/SK2haKeP/black#116,
00tKA,3rr1k1/q3pp1p/p1p3p1/2P3N1/8/5P2/Q5PP/4n2K b - - 0 37,a7c5 a2f7 g8h8 f7h7,1035,95,82,33,endgame mate mateIn2 short,https://lichess.org/SeeUP8Wx/black#74,
00tMQ,r5rk/p2nq2p/2pppn1b/1p2p1PB/7P/1PN5/PBPRQ3/2K3R1 b - - 0 20,f6h5 e2h5 h6g7 c3e4 d6d5 g5g6 h7h6 e4g5,2158,114,86,31,advantage middlegame pin veryLong,https://lichess.org/wxBmoFIr/black#40,
00tN4,r3r1k1/pp3R2/3p1B1P/2pP1b2/1qn5/2N5/PP2QPP1/2K4R w - - 1 24,f7f8 g8f8 h6h7 f5h7,2042,80,74,44,crushing hangingPiece middlegame short,https://lichess.org/aynNRdBA#47,
00tTz,8/p6p/3b2pk/5p1n/2B4q/1P3P2/P5QP/5R1K w - - 10 35,f1d1 h5g3 g2g3 d6g3,1266,76,83,308,crushing endgame master pin short,https://lichess.org/cDY5GbVr#69,
00tVz,8/5Rkp/4p3/pp2q1p1/5RPP/8/7K/8 b - - 3 42,g7g6 h4h5 g6h6 f7f6 e5f6 f4f6,1191,79,76,58,crushing endgame long queenRookEndgame,https://lichess.org/HUo3TQcF/black#84,
00tZP,r2qk2r/1p3ppp/8/2pPPn2/1pPn2b1/3Q1NP1/PP3PBP/RN3RK1 w kq c6 0 14,d5c6 d4f3 d3f3 g4f3,1222,79,94,2432,crushing kingsideAttack middlegame short,https://lichess.org/jHQ12o4d#27,Queens_Gambit_Declined Queens_Gambit_Declined_Albin_Countergambit
00tbH,8/1q1r1k1p/p1p1p1p1/2p2pRn/Q1P2P1P/3PPP2/Pr1BK3/6R1 b - - 0 26,b2d2 e2d2 b7b2 a4c2,1264,115,83,16,advantage hangingPiece middlegame short,https://lichess.org/KnvUoTQB/black#52,
00teH,r1b2r1k/1pp1b1pp/p1np2q1/3Qp3/1PB1P3/P3BN1P/2P2PP1/R2R3K b - - 6 17,f8f3 d5g8,835,85,100,75,mate mateIn1 middlegame oneMove,https://lichess.org/1YS5PpCk/black#34,Italian_Game Italian_Game_Rousseau_Gambit
00tei,5K2/5p2/1np1kb2/p4p2/PpPP4/1B3P2/1P6/2B5 b - - 4 43,b6d7 f8e8 c6c5 d4d5,1367,77,85,1191,crushing endgame master masterVsMaster short,https://lichess.org/kVQ3BvS0/black#86,
00tgU,r4rk1/pbpp2p1/1pn3Qp/3N4/3q1N2/3B4/PP3PPP/5RK1 b - - 5 20,c6e5 d5e7 g8h8 g6h7,1738,79,95,15673,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/uRJyPnFa/black#40,
00tlr,r2r2k1/p3Rp1p/5Qp1/8/8/2P4P/q4PP1/4R1K1 b - - 1 24,a7a5 h3h4 a2d5 e1e5,2912,104,90,1755,crushing endgame quietMove short,https://lichess.org/DFxAKFNR/black#48,
00tmN,7k/pr6/5N1p/P7/1P3p2/5P1b/5P1P/R5K1 w - - 0 33,f6d5 b7g7 g1h1 h3g2,952,83,47,79,advantage endgame short,https://lichess.org/EgiN1LZo#65,
00tsE,2rq1k2/5ppp/p7/1p6/5Q2/2P5/P1P2PPP/4RK2 b - - 7 22,c8c3 f4b4 f8g8 b4c3,1083,79,90,1268,crushing endgame fork short,https://lichess.org/I2FQvxn0/black#44,
00tsu,1r2kbnr/3b1ppp/pq1pp3/8/2pNPPP1/P1N1B3/1PPQ3P/2KR3R w k - 1 14,f4f5 b6b2,525,90,100,145,mate mateIn1 middlegame oneMove queensideAttack,https://lichess.org/A6L09WhZ#27,Sicilian_Defense Sicilian_Defense_Taimanov_Variation
00ttk,6k1/ppqn1rp1/2p3Qp/3p1N2/3P1bP1/2P4P/PP1N1P2/R5K1 w - - 4 21,d2f3 d7f8 g6h5 g7g6,1826,78,93,4397,advantage middlegame short,https://lichess.org/urlk8mZq#41,
00tyO,3rr1k1/1p3bb1/1q2p1p1/p1n1Pp1p/P3P2P/1NP3P1/1PQ3B1/R1B1R2K w - - 0 21,c1e3 b6b3 c2b3 c5b3,1339,109,57,37,advantage middlegame short,https://lichess.org/1bg5yGyl#41,
00u0R,3r4/1p2R1k1/7p/P4rpB/8/2n3P1/1q4PP/3R2K1 b - - 1 32,g7g8 d1d8 f5f8 h5f7 g8h8 d8f8,1401,76,84,101,advantage deflection exposedKing hangingPiece long middlegame,https://lichess.org/DiCdSvC5/black#64,
00u3V,r4rk1/1p3pb1/1n2q1pp/p2p3n/b2Pp2B/NB2P3/1P3PPP/1NRQ1RK1 b - - 1 20,f8c8 c1c8 a8c8 b3a4,1579,76,93,328,advantage middlegame short,https://lichess.org/IapycI42/black#40,
00u3b,rn2kb1r/pbqp1ppp/1p2p3/3nP3/2BP4/5N2/PP2QPPP/RNB1K2R w KQkq - 0 9,b1c3 d5c3 b2c3 b6b5 a1b1 b5c4,2310,86,90,1251,crushing long opening,https://lichess.org/hg1xugvX#17,Sicilian_Defense Sicilian_Defense_Alapin_Variation
00u3h,8/2p2rkp/1p4p1/p2PQ3/2P3P1/1P1q1B1P/P1n3K1/8 b - - 7 41,g7h6 g4g5,1098,75,100,817,endgame mate mateIn1 oneMove,https://lichess.org/7WG19onG/black#82,
00uAh,r1q3k1/1pb3pp/p1b1p3/3R1pB1/4N1NQ/8/PPP2PPP/2K5 b - - 0 21,e6d5 g4f6 g8f7 h4h5 f7e6 e4c5,2230,75,77,165,crushing kingsideAttack long middlegame,https://lichess.org/Xc1xIAXR/black#42,
00uDH,2r5/3k1p2/5Pp1/PP1pP1P1/1K1B3P/5p2/8/8 w - - 1 45,d4c5 c8c5 b4c5 f3f2,1279,79,91,2812,advancedPawn crushing endgame sacrifice short,https://lichess.org/9Hn6Sv3F#89,
00uEf,7k/1R5p/4Nnp1/8/1pr5/5PP1/7P/7K b - - 1 34,f6d5 b7b8 c4c8 b8c8,861,120,100,15,endgame mate mateIn2 short,https://lichess.org/Z4qC2LvJ/black#68,
00uGS,2K5/1pr5/pk6/2bB4/8/8/PP6/5R2 w - - 4 41,c8b8 c5d6 f1f6 c7c6 f6d6 c6d6,2137,125,85,22,crushing discoveredAttack endgame long quietMove,https://lichess.org/MZR5SMrp#81,
00uHj,r5k1/p4p1p/1p3ppB/8/1npP4/4QP1q/P1P2P2/4R1K1 b - - 2 21,b4c2 e3e8 a8e8 e1e8,517,86,86,151,endgame mate mateIn2 sacrifice short,https://lichess.org/N48YPLL7/black#42,
00uJL,7Q/5p2/6p1/R3pk1p/P2q3K/7P/5PP1/7r w - - 2 41,g2g4 d4g4,1812,74,93,415,endgame master,https://lichess.org/1AY8THKB#81,
00uKb,6k1/p4rp1/8/2p1Bq1p/2P1b3/2P3QP/P5P1/4R1K1 w - - 0 30,g1h2 h5h4 g3h4 f5e5,1558,76,92,2092,advantage deflection endgame short,https://lichess.org/fPrESBF9#59,
00uN7,1n6/3rk3/p2p2p1/N2Bp1P1/1p2PnQ1/1P3P2/P1P4q/1K1R4 w - - 2 33,a5c6 b8c6 d5c6 d7c7,1031,90,94,438,crushing middlegame short,https://lichess.org/zQEDLHBB#65,
00uQY,1r5r/3b4/pk2P3/1p2Q1Np/4BP2/1P5n/P5PP/R5qK w - - 5 36,a1g1 h3f2,1002,78,92,104,master mate mateIn1 middlegame oneMove smotheredMate,https://lichess.org/Nu5xv7qV#71,
00uV1,8/8/1p6/8/knp5/7R/pK6/8 b - - 3 52,b6b5 h3a3,648,98,83,61,endgame master mate mateIn1 oneMove,https://lichess.org/Np39jaGL/black#104,
00ud8,N4rk1/pp3ppp/5n2/3pq3/8/2P5/PP3PPP/R1BQ2K1 w - - 0 18,d1f3 e5e1,700,109,69,37,mate mateIn1 middlegame oneMove,https://lichess.org/Buoveaus#35,Vienna_Game Vienna_Game_Stanley_Variation
00ueI,8/5p1k/pp3B2/3bPq2/6R1/2R4P/1P1p2PK/8 w - - 0 47,c3g3 f5g4 g3g4 d2d1q g4g7 h7h6,1828,75,90,189,advancedPawn advantage endgame long promotion,https://lichess.org/JdgRx0r2#93,
00ueM,2kr4/2pR4/2P1K1P1/8/8/p3n3/8/8 b - - 1 49,a3a2 d7d8 c8d8 g6g7 a2a1q g7g8q,1793,79,93,12191,advancedPawn endgame long mate mateIn3 promotion,https://lichess.org/d2IhwIPS/black#98,
00uid,r2qkbr1/pp2pp1p/5n2/2p1Nb2/2Q5/4B3/PPnN1PPP/R2K1B1R b q - 1 12,c2a1 c4f7,1189,77,83,269,attackingF2F7 mate mateIn1 middlegame oneMove,https://lichess.org/eM41Zwwb/black#24,Borg_Defense Borg_Defense_Other_variations
00umX,2k3rr/ppp2p2/3b1p2/2pP1q1p/2P2B2/2N2B1b/PP1Q1PP1/R3R1K1 w - - 4 19,f4d6 f5f3 e1e8 c8d7,1728,75,94,5299,crushing middlegame pin short,https://lichess.org/k9gpWj7k#37,
00unD,2kr1bnr/2p2p1p/1pbq2pP/p3N3/P2P4/4B3/1PP2PP1/RN1QK2R b KQ - 0 16,c6g2 d1g4 f7f5 g4g2,1539,77,86,241,crushing fork middlegame short,https://lichess.org/TeO1FnT0/black#32,Modern_Defense Modern_Defense_Other_variations
00urx,8/4r1k1/2P2R1p/4qQp1/3p4/7P/6PK/8 w - - 5 43,h2g1 e5f6 f5f6 g7f6,1788,76,86,83,crushing endgame master short,https://lichess.org/S8w5Y0yO#85,
00uzT,5rk1/3nppbp/1rpp2p1/p1q5/P3PP2/1PNQ4/2PB2PP/3R1RK1 w - - 1 20,d2e3 c5c3 d3c3 g7c3 e3b6 d7b6,1525,75,94,1848,advantage long middlegame,https://lichess.org/liepuQUZ#39,
00v6A,3r1Q1k/p5pp/1p2p3/6PP/4P3/8/PPPr4/1K3R2 b - - 2 26,d8f8 f1f8,442,93,57,122,backRankMate endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/aNjVsVyK/black#52,
00v6q,2Q1k3/4qpp1/2pr4/2Np4/3P4/7P/P1P3P1/6K1 b - - 4 34,e7d8 c5b7 d8c8 b7d6 e8d7 d6c8,1940,77,88,217,crushing endgame fork long master sacrifice,https://lichess.org/EWyPP874/black#68,
00vCE,6k1/4P1p1/3R1r2/3R2Kp/8/6Pr/8/8 b - - 0 39,g8f7 d5e5 h3g3 g5h4 g3g4 h4h5 f6f5 e5f5,2480,108,87,30,crushing endgame quietMove rookEndgame veryLong,https://lichess.org/5lDULF3r/black#78,
00vKn,8/8/1R6/6k1/6P1/4r2P/r7/5R1K w - - 5 40,f1f6 e3e1 f6f1 e1f1,1168,82,94,94,endgame mate mateIn2 rookEndgame short,https://lichess.org/qsLWpNqw#79,
00vUf,3R4/p4pkp/2p5/6p1/1P1B4/r3PP2/2r3PP/5K2 b - - 6 31,g7g6 d8d6 f7f6 d6f6 g6g7 f6c6,2046,76,95,2505,crushing discoveredAttack endgame long,https://lichess.org/87kUHyPW/black#62,
00vXZ,4n1k1/5r2/p1r1p2Q/1p1qP1p1/8/5PP1/P3n1KP/1RB2R2 b - - 0 27,c6c2 h6g6 e8g7 g6c2 f7f3 f1f3,1906,77,87,59,advantage fork long middlegame,https://lichess.org/NIjw0abF/black#54,
00vZ1,2r3k1/6p1/R3p1r1/8/3PPp2/2P2P1p/P1R3P1/6K1 w - - 0 36,a2a4 c8b8 g1h2 h3g2,2248,80,87,111,advancedPawn advantage endgame pin quietMove rookEndgame short,https://lichess.org/PwiyhVrB#71,
00veX,1r3rk1/p4p2/2pq3p/4p1p1/4Pnb1/2PB1PB1/P1Q3PP/3R1RK1 b - - 0 18,d6c5 g3f2 c5a3 f3g4 b8b2 c2c1,1716,74,92,1401,advantage defensiveMove long middlegame,https://lichess.org/pUj3STn8/black#36,Sicilian_Defense Sicilian_Defense_Lowenthal_Variation
00vf5,r1b1kbnr/1pqp1ppp/p1n1p3/8/2BNP3/P1N5/1PP2PPP/R1BQK2R b KQkq - 0 7,g8e7 d4b5 a6b5 c3b5 c7b8 b5d6,2162,83,90,1450,crushing long opening sacrifice,https://lichess.org/DaGWQ4jB/black#14,Sicilian_Defense Sicilian_Defense_Closed
00viH,r2q1rk1/2p2p1p/p1n2Q2/1pbNP1N1/3n2P1/1B5P/PPbB4/R3K2R w KQ - 0 20,b3c2 d4c2 e1d1 d8d5,2203,87,83,35,crushing fork middlegame short,https://lichess.org/IhpDF8ls#39,
00vjg,2r3k1/5ppp/p3nb2/2Bq4/1Q6/P6P/2R2PP1/2R3K1 w - - 3 30,c5e3 c8c2 c1c2 d5d1 g1h2 d1c2,1063,81,90,270,advantage attraction fork long middlegame,https://lichess.org/QOaRlqny#59,
00vl5,5r2/p1k2qpp/2n5/2N1p3/2b5/2P1B3/PP1Q2PP/4R1K1 w - - 5 24,b2b3 f7f1 e1f1 f8f1,1078,79,93,580,mate mateIn2 middlegame sacrifice short,https://lichess.org/FkJvHJjC#47,
00voi,1r6/2r2p1R/7R/4pPk1/2B2n2/1P3P1P/P4K2/8 b - - 0 43,c7c4 h3h4 g5f5 h7f7,1584,73,95,27373,endgame mate mateIn2 short,https://lichess.org/4zZjpxHw/black#86,
00vuv,r3r3/2q1b1pk/p3P1Np/5Qp1/8/3p4/PPp2P2/2R1R1K1 b - - 1 30,d3d2 g6f8 h7g8 f5h7 g8f8 h7h8,2045,76,93,3371,doubleCheck long mate mateIn3 middlegame sacrifice,https://lichess.org/SJRbBrel/black#60,
00w1s,rn2Q1k1/pb1q1p1p/1p1p2pB/3P3n/8/2bB1N1P/PP3PP1/4R1K1 b - - 1 18,d7e8 e1e8,399,114,94,742,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/BOlWIbHT/black#36,English_Defense English_Defense_Other_variations
00w6b,3Q4/pN3p1k/7p/4P1p1/6K1/r5P1/8/4r3 w - - 2 41,d8f6 a3a4 g4f3 e1f1,1765,102,82,16,crushing endgame short,https://lichess.org/bSzr5nzs#81,
00w6f,rnb1r1k1/pp1p1ppp/1q2pn2/1N6/4P3/B1P2P2/P1P3PP/R2QKB1R w KQ - 5 10,b5d6 b6e3 f1e2 e3c3,1085,78,87,152,advantage opening short,https://lichess.org/1P7Nda81#19,Sicilian_Defense Sicilian_Defense_Pin_Variation
00wAT,4Q1bk/2p3p1/1p1p4/5Bp1/p1q5/7P/5P2/6K1 b - - 1 34,a4a3 e8h5 g8h7 h5h7,1180,85,84,48,endgame mate mateIn2 short,https://lichess.org/JCkq5Qtf/black#68,
00wCl,1rb1k2r/8/p1Bp1p1p/P1p1p1p1/4P3/1P5P/2P2PP1/R2R2K1 b k - 1 20,c8d7 d1d6 d7c6 d6c6,1394,76,87,452,advantage endgame short,https://lichess.org/URN5sds5/black#40,
00wL8,R4rk1/2PR1ppp/8/8/7P/8/P3pqPK/8 b - - 0 33,f8a8 d7d8 a8d8 c7d8q,911,105,93,272,advancedPawn backRankMate endgame mate mateIn2 promotion queenRookEndgame short,https://lichess.org/JRlzUS96/black#66,
00wPZ,r1b2rk1/ppp2ppp/8/1B1pN3/3bn3/8/PPP2qPP/RNBQR2K w - - 0 12,e5f3 f2g1 f3g1 e4f2,1432,88,86,3081,kingsideAttack mate mateIn2 opening sacrifice short smotheredMate,https://lichess.org/XAwlqpwf#23,Italian_Game Italian_Game_Two_Knights_Defense
00wUm,5rk1/pR1Q1ppp/4N3/3p1n2/8/7P/q1r2PP1/4R1K1 b - - 0 28,c2f2 d7f7 f8f7 b7b8 f7f8 b8f8,1586,73,97,15476,long mate mateIn3 middlegame sacrifice,https://lichess.org/nBCoCtRO/black#56,
00wVj,5k2/R4p2/P6p/5p1N/r3p3/2p5/2P1R1P1/2K5 w - - 1 44,h5g3 a4a1,573,106,73,426,endgame mate mateIn1 oneMove,https://lichess.org/QYDDNRqv#87,
00wYl,3q2k1/r1p3p1/P1Pp3p/3Pp1b1/R3Qr2/5N1P/5PP1/R5K1 w - - 1 27,e4e3 f4a4 a1a4 g5e3,1158,81,68,113,crushing discoveredAttack middlegame short,https://lichess.org/XjLq1sLc#53,
00wZJ,1r4k1/3bqr1p/2p1p1p1/1p2P3/p2PBP2/2PQ2P1/P5K1/1R5R w - - 1 26,e4g6 h7g6 d3g6 f7g7,1354,77,86,477,advantage middlegame short,https://lichess.org/5kqvWE61#51,
00wau,r5k1/p2Q1pbp/1p4p1/8/5B2/1q5P/3R1PPK/8 b - - 1 26,g7c3 d7c6 c3d2 c6a8 g8g7 f4d2,2482,90,88,159,advantage endgame long,https://lichess.org/BcRkF8nS/black#52,
00wft,3r2k1/pp3pp1/7p/b7/2b3Q1/P2qPN1P/3N1PP1/3RK2R w K - 0 30,f3e5 a5d2 d1d2 d3d2,1584,74,96,10634,mate mateIn2 middlegame short,https://lichess.org/9DS9Mlwd#59,
